id_enzyme,ec1,ec2,ec3,ec4,"accepted_name,",systematic_name,cofactors,activity,history
3213,2,7,1,72,Streptomycin 6-kinase,ATP:streptomycin 6-phosphotransferase,NULL,ATP + streptomycin = ADP + streptomycin 6-phosphate.,"EC 2.7.1.72 created 1972, modified 1976"
3214,2,7,1,73,Inosine kinase,ATP:inosine 5'-phosphotransferase,NULL,ATP + inosine = ADP + IMP.,EC 2.7.1.73 created 1972
3215,2,7,1,74,Deoxycytidine kinase,NTP:deoxycytidine 5'-phosphotransferase,NULL,NTP + deoxycytidine = NDP + dCMP.,EC 2.7.1.74 created 1972
3216,2,7,1,75,NULL,NULL,NULL,NULL,"EC 2.7.1.75 created 1972, deleted 1976"
3217,2,7,1,76,Deoxyadenosine kinase,ATP:deoxyadenosine 5'-phosphotransferase,NULL,ATP + deoxyadenosine = ADP + dAMP.,EC 2.7.1.76 created 1972
3218,2,7,1,77,Nucleoside phosphotransferase,Nucleotide:nucleoside 5'-phosphotransferase,NULL,A nucleotide + a 2'-deoxynucleoside = a nucleoside + a 2'-deoxynucleoside5'-phosphate.,EC 2.7.1.77 created 1972
3219,2,7,1,78,Polynucleotide 5'-hydroxyl-kinase,ATP:5'-dephosphopolynucleotide 5'-phosphotransferase,NULL,ATP + 5'-dephospho-DNA = ADP + 5'-phospho-DNA.,EC 2.7.1.78 created 1972
3220,2,7,1,79,Diphosphate--glycerol phosphotransferase,Diphosphate:glycerol 1-phosphotransferase,NULL,Diphosphate + glycerol = phosphate + glycerol 1-phosphate.,EC 2.7.1.79 created 1972
3221,2,7,1,80,Diphosphate--serine phosphotransferase,Diphosphate:L-serine O-phosphotransferase,NULL,Diphosphate + L-serine = phosphate + O-phospho-L-serine.,EC 2.7.1.80 created 1972
3222,2,7,1,81,Hydroxylysine kinase,GTP:5-hydroxy-L-lysine O-phosphotransferase,NULL,GTP + 5-hydroxy-L-lysine = GDP + 5-phosphonooxy-L-lysine.,EC 2.7.1.81 created 1972
3223,2,7,1,82,Ethanolamine kinase,ATP:ethanolamine O-phosphotransferase,NULL,ATP + ethanolamine = ADP + O-phosphoethanolamine.,EC 2.7.1.82 created 1976
3224,2,7,1,83,Pseudouridine kinase,ATP:pseudouridine 5'-phosphotransferase,NULL,ATP + pseudouridine = ADP + pseudouridine 5'-phosphate.,EC 2.7.1.83 created 1976
3225,2,7,1,84,Alkylglycerone kinase,ATP:O-alkylglycerone phosphotransferase,NULL,ATP + O-alkylglycerone = ADP + O-alkylglycerone phosphate.,EC 2.7.1.84 created 1976
3226,2,7,1,85,Beta-glucoside kinase,ATP:cellobiose 6-phosphotransferase,NULL,ATP + cellobiose = ADP + 6-phospho-beta-D-glucosyl-(1->4)-D-glucose.,EC 2.7.1.85 created 1976
3227,2,7,1,86,NADH kinase,ATP:NADH 2'-phosphotransferase,NULL,ATP + NADH = ADP + NADPH.,"EC 2.7.1.86 created 1976 (EC 2.7.1.96 created 1978, incorporated 1978)"
3228,2,7,1,87,Streptomycin 3''-kinase,ATP:streptomycin 3''-phosphotransferase,NULL,ATP + streptomycin = ADP + streptomycin 3''-phosphate.,EC 2.7.1.87 created 1976
3229,2,7,1,88,Dihydrostreptomycin-6-phosphate 3'-alpha-kinase,ATP:dihydrostreptomycin-6-phosphate 3'-alpha-phosphotransferase,NULL,"ATP + dihydrostreptomycin 6-phosphate = ADP + dihydrostreptomycin3'-alpha,6-bisphosphate.",EC 2.7.1.88 created 1976
3230,2,7,1,89,Thiamine kinase,ATP:thiamine phosphotransferase,NULL,ATP + thiamine = ADP + thiamine phosphate.,EC 2.7.1.89 created 1976
3231,2,7,1,90,Diphosphate--fructose-6-phosphate 1-phosphotransferase,Diphosphate:D-fructose-6-phosphate 1-phosphotransferase,NULL,"Diphosphate + D-fructose 6-phosphate = phosphate + D-fructose 1,6-bisphosphate.",EC 2.7.1.90 created 1976
3232,2,7,1,91,Sphinganine kinase,ATP:sphinganine 1-phosphotransferase,NULL,ATP + sphinganine = ADP + sphinganine 1-phosphate.,"EC 2.7.1.91 created 1976, modified 1980"
3233,2,7,1,92,5-dehydro-2-deoxygluconokinase,ATP:5-dehydro-2-deoxy-D-gluconate 6-phosphotransferase,NULL,ATP + 5-dehydro-2-deoxy-D-gluconate = ADP + 6-phospho-5-dehydro-2-deoxy-D-gluconate.,EC 2.7.1.92 created 1976
3234,2,7,1,93,Alkylglycerol kinase,ATP:1-O-alkyl-sn-glycerol 3-phosphotransferase,NULL,ATP + 1-O-alkyl-sn-glycerol = ADP + 1-O-alkyl-sn-glycerol 3-phosphate.,EC 2.7.1.93 created 1976
3235,2,7,1,94,Acylglycerol kinase,ATP:acylglycerol 3-phosphotransferase,NULL,ATP + acylglycerol = ADP + acyl-sn-glycerol 3-phosphate.,EC 2.7.1.94 created 1976
3236,2,7,1,95,Kanamycin kinase,ATP:kanamycin 3'-O-phosphotransferase,NULL,ATP + kanamycin = ADP + kanamycin 3'-phosphate.,EC 2.7.1.95 created 1976
3237,2,7,1,96,NULL,NULL,NULL,NULL,"EC 2.7.1.96 created 1978, deleted 1978"
3238,2,7,1,97,NULL,NULL,NULL,NULL,NULL
3239,2,7,1,98,NULL,NULL,NULL,NULL,NULL
3240,2,7,1,99,NULL,NULL,NULL,NULL,"EC 2.7.1.99 created 1978, deleted 2005"
3241,2,7,1,100,S-methyl-5-thioribose kinase,ATP:S-methyl-5-thio-D-ribose 1-phosphotransferase,NULL,ATP + S-methyl-5-thio-D-ribose = ADP + S-methyl-5-thio-alpha-D-ribose1-phosphate.,EC 2.7.1.100 created 1980
3242,2,7,1,101,Tagatose kinase,ATP:D-tagatose 6-phosphotransferase,NULL,ATP + D-tagatose = ADP + D-tagatose 6-phosphate.,EC 2.7.1.101 created 1983
3243,2,7,1,102,Hamamelose kinase,ATP:D-hamamelose 2'-phosphotransferase,NULL,ATP + D-hamamelose = ADP + D-hamamelose 2'-phosphate.,EC 2.7.1.102 created 1983
3244,2,7,1,103,Viomycin kinase,ATP:viomycin O-phosphotransferase,NULL,ATP + viomycin = ADP + O-phosphoviomycin.,EC 2.7.1.103 created 1983
3245,2,7,1,104,NULL,NULL,NULL,NULL,"EC 2.7.1.104 created 1983, deleted 2005"
3246,2,7,1,105,6-phosphofructo-2-kinase,ATP:beta-D-fructose-6-phosphate 2-phosphotransferase,NULL,"ATP + D-fructose 6-phosphate = ADP + beta-D-fructose 2,6-bisphosphate.",EC 2.7.1.105 created 1984
3247,2,7,1,106,"Glucose-1,6-bisphosphate synthase",3-phospho-D-glyceroyl-phosphate:alpha-D-glucose-1-phosphate 6-phosphotransferase,NULL,"3-phospho-D-glyceroyl phosphate + alpha-D-glucose 1-phosphate =3-phospho-D-glycerate + alpha-D-glucose 1,6-bisphosphate.",EC 2.7.1.106 created 1984
3248,2,7,1,107,Diacylglycerol kinase (ATP),"ATP:1,2-diacyl-sn-glycerol 3-phosphotransferase",NULL,"ATP + 1,2-diacyl-sn-glycerol = ADP + 1,2-diacyl-sn-glycerol 3-phosphate.","EC 2.7.1.107 created 1984, modified 2013"
3249,2,7,1,108,Dolichol kinase,CTP:dolichol O-phosphotransferase,NULL,CTP + dolichol = CDP + dolichyl phosphate.,EC 2.7.1.108 created 1984
3250,2,7,1,109,NULL,NULL,NULL,NULL,"EC 2.7.1.109 created 1984, deleted 2005"
3251,2,7,1,110,NULL,NULL,NULL,NULL,"EC 2.7.1.110 created 1984, deleted 2005"
3252,2,7,1,111,NULL,NULL,NULL,NULL,"EC 2.7.1.111 created 1984, deleted 1992"
3253,2,7,1,112,NULL,NULL,NULL,NULL,"EC 2.7.1.112 created 1984, deleted 2005"
3254,2,7,1,113,Deoxyguanosine kinase,ATP:deoxyguanosine 5'-phosphotransferase,NULL,ATP + deoxyguanosine = ADP + dGMP.,EC 2.7.1.113 created 1984
3255,2,7,1,114,AMP--thymidine kinase,AMP:thymidine 5'-phosphotransferase,NULL,AMP + thymidine = adenosine + thymidine 5'-phosphate.,EC 2.7.1.114 created 1984
3256,2,7,1,115,NULL,NULL,NULL,NULL,"EC 2.7.1.115 created 1986, deleted 2005"
3257,2,7,1,116,NULL,NULL,NULL,NULL,"EC 2.7.1.116 created 1986, deleted 2005"
3258,2,7,1,117,NULL,NULL,NULL,NULL,"EC 2.7.1.117 created 1986, deleted 2005"
3259,2,7,1,118,ADP--thymidine kinase,ADP:thymidine 5'-phosphotransferase,NULL,ADP + thymidine = AMP + thymidine 5'-phosphate.,EC 2.7.1.118 created 1986
3260,2,7,1,119,Hygromycin-B 7''-O-kinase,ATP:hygromycin-B 7''-O-phosphotransferase,NULL,ATP + hygromycin B = ADP + 7''-O-phosphohygromycin B.,"EC 2.7.1.119 created 1989, modified 2009, modified 2011"
3261,2,7,1,120,NULL,NULL,NULL,NULL,"EC 2.7.1.120 created 1989, modified 1990, deleted 2005"
3262,2,7,1,121,Phosphoenolpyruvate--glycerone phosphotransferase,Phosphoenolpyruvate:glycerone phosphotransferase,NULL,Phosphoenolpyruvate + glycerone = pyruvate + glycerone phosphate.,EC 2.7.1.121 created 1989
3263,2,7,1,122,Xylitol kinase,ATP:xylitol 5-phosphotransferase,NULL,ATP + xylitol = ADP + xylitol 5-phosphate.,EC 2.7.1.122 created 1989
3264,2,7,1,123,NULL,NULL,NULL,NULL,"EC 2.7.1.123 created 1989, deleted 2005"
3265,2,7,1,124,NULL,NULL,NULL,NULL,"EC 2.7.1.124 created 1989, deleted 2005"
3266,2,7,1,125,NULL,NULL,NULL,NULL,"EC 2.7.1.125 created 1989 (EC 2.7.1.97 created 1978, incorporated 1992), deleted 2005"
3267,2,7,1,126,NULL,NULL,NULL,NULL,"EC 2.7.1.126 created 1989, deleted 2005"
3268,2,7,1,127,Inositol-trisphosphate 3-kinase,"ATP:1D-myo-inositol-1,4,5-trisphosphate 3-phosphotransferase",Calcium.,"ATP + 1D-myo-inositol 1,4,5-trisphosphate = ADP + 1D-myo-inositol1,3,4,5-tetrakisphosphate.","EC 2.7.1.127 created 1989, modified 2002"
3269,2,7,1,128,NULL,NULL,NULL,NULL,"EC 2.7.1.128 created 1990 (EC 2.7.1.111 created 1984, incorporated 1992), deleted 2005"
3270,2,7,1,129,NULL,NULL,NULL,NULL,"EC 2.7.1.129 created 1990, deleted 2005"
3271,2,7,1,130,Tetraacyldisaccharide 4'-kinase,"ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-beta-phosphate 4'-O-phosphotransferase",NULL,"ATP + (2-N,3-O-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl)-(1->6)-(2-N,3-O-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl phosphate) =ADP + (2-N,3-O-bis(3-hydroxytetradecanoyl)-4-O-phosphono-beta-D-glucosaminyl)-(1->6)-(2-N,3-O-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl phosphate).",EC 2.7.1.130 created 1990
3272,2,7,1,131,NULL,NULL,NULL,NULL,"EC 2.7.1.131 created 1990, deleted 2005"
3273,2,7,1,132,NULL,NULL,NULL,NULL,"EC 2.7.1.132 created 1990, deleted 2005"
3274,2,7,1,133,NULL,NULL,NULL,NULL,"EC 2.7.1.133 created 1990, deleted 2002"
3275,2,7,1,134,Inositol-tetrakisphosphate 1-kinase,"ATP:1D-myo-inositol-3,4,5,6-tetrakisphosphate 1-phosphotransferase",NULL,"ATP + 1D-myo-inositol 3,4,5,6-tetrakisphosphate = ADP + 1D-myo-inositol1,3,4,5,6-pentakisphosphate.","EC 2.7.1.134 created 1990, (EC 2.7.1.133 created 1989, incorporated 2002; EC 2.7.1.139 created 1992, incorporated 2002), modified 2002"
3276,2,7,1,135,NULL,NULL,NULL,NULL,"EC 2.7.1.135 created 1990, deleted 2005"
3277,2,7,1,136,Macrolide 2'-kinase,ATP:macrolide 2'-O-phosphotransferase,NULL,ATP + oleandomycin = ADP + oleandomycin 2'-O-phosphate.,EC 2.7.1.136 created 1992
3278,2,7,1,137,Phosphatidylinositol 3-kinase,ATP:1-phosphatidyl-1D-myo-inositol 3-phosphotransferase,NULL,ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo-inositol 3-phosphate.,"EC 2.7.1.137 created 1992, modified 2002"
3279,2,7,1,138,Ceramide kinase,ATP:ceramide 1-phosphotransferase,NULL,ATP + ceramide = ADP + ceramide 1-phosphate.,EC 2.7.1.138 created 1992
3280,2,7,1,139,NULL,NULL,NULL,NULL,"EC 2.7.1.139 created 1992, deleted 2002"
3281,2,7,1,140,Inositol-tetrakisphosphate 5-kinase,"ATP:1D-myo-inositol-1,3,4,6-tetrakisphosphate 5-phosphotransferase",NULL,"ATP + 1D-myo-inositol 1,3,4,6-tetrakisphosphate = ADP + 1D-myo-inositol1,3,4,5,6-pentakisphosphate.",EC 2.7.1.140 created 1992
3282,2,7,1,141,NULL,NULL,NULL,NULL,"EC 2.7.1.141 created 1992, deleted 2005"
3283,2,7,1,142,Glycerol-3-phosphate--glucose phosphotransferase,sn-glycerol-3-phosphate:D-glucose 6-phosphotransferase,NULL,sn-glycerol 3-phosphate + D-glucose = glycerol + D-glucose 6-phosphate.,EC 2.7.1.142 created 1992
3284,2,7,1,143,Diphosphate-purine nucleoside kinase,Diphosphate:purine nucleoside phosphotransferase,NULL,Diphosphate + a purine nucleoside = phosphate + a purine mononucleotide.,EC 2.7.1.143 created 1999
3285,2,7,1,144,Tagatose-6-phosphate kinase,ATP:D-tagatose-6-phosphate 1-phosphotransferase,NULL,"ATP + D-tagatose 6-phosphate = ADP + D-tagatose 1,6-bisphosphate.",EC 2.7.1.144 created 1999
3286,2,7,1,145,Deoxynucleoside kinase,ATP:deoxynucleoside 5'-phosphotransferase,NULL,ATP + 2'-deoxynucleoside = ADP + 2'-deoxynucleoside 5'-phosphate.,EC 2.7.1.145 created 2001
3287,2,7,1,146,ADP-specific phosphofructokinase,ADP:D-fructose-6-phosphate 1-phosphotransferase,Magnesium or cobalt.,"ADP + D-fructose 6-phosphate = AMP + D-fructose 1,6-bisphosphate.",EC 2.7.1.146 created 2001
3288,2,7,1,147,ADP-specific glucokinase,ADP:D-glucose 6-phosphotransferase,Magnesium.,ADP + D-glucose = AMP + D-glucose 6-phosphate.,EC 2.7.1.147 created 2001
3289,2,7,1,148,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,ATP:4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase,Manganese or magnesium.,ATP + 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol = ADP +2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol.,EC 2.7.1.148 created 2001
3290,2,7,1,149,1-phosphatidylinositol-5-phosphate 4-kinase,ATP:1-phosphatidyl-1D-myo-inositol-5-phosphate 4-phosphotransferase,NULL,"ATP + 1-phosphatidyl-1D-myo-inositol 5-phosphate = ADP + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate.",EC 2.7.1.149 created 2002
3291,2,7,1,150,1-phosphatidylinositol-3-phosphate 5-kinase,ATP:1-phosphatidyl-1D-myo-inositol-3-phosphate 5-phosphotransferase,NULL,"ATP + 1-phosphatidyl-1D-myo-inositol 3-phosphate = ADP + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate.",EC 2.7.1.150 created 2002
3292,2,7,1,151,Inositol-polyphosphate multikinase,"ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase",NULL,"2 ATP + 1D-myo-inositol 1,4,5-trisphosphate = 2 ADP + 1D-myo-inositol1,3,4,5,6-pentakisphosphate.","EC 2.7.1.151 created 2002, modified 2006"
3293,2,7,1,152,NULL,NULL,NULL,NULL,"EC 2.7.1.152 created 2002, deleted 2003"
3294,2,7,1,153,"Phosphatidylinositol-4,5-bisphosphate 3-kinase","ATP:1-phosphatidyl-1D-myo-inositol-4,5-bisphosphate 3-phosphotransferase",NULL,"ATP + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate = ADP +1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate.",EC 2.7.1.153 created 2002
3295,2,7,1,154,Phosphatidylinositol-4-phosphate 3-kinase,ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 3-phosphotransferase,NULL,"ATP + 1-phosphatidyl-1D-myo-inositol 4-phosphate = ADP + 1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate.",EC 2.7.1.154 created 2002
3296,2,7,1,155,NULL,NULL,NULL,NULL,"EC 2.7.1.155 created 2003, deleted 2007"
3297,2,7,1,156,Adenosylcobinamide kinase,RTP:adenosylcobinamide phosphotransferase,NULL,ATP or GTP + adenosylcobinamide = adenosylcobinamide phosphate +ADP or GDP.,EC 2.7.1.156 created 2004
3298,2,7,1,157,N-acetylgalactosamine kinase,ATP:N-acetyl-alpha-D-galactosamine 1-phosphotransferase,Magnesium.,ATP + N-acetyl-alpha-D-galactosamine = ADP + N-acetyl-alpha-D-galactosamine 1-phosphate.,EC 2.7.1.157 created 2005
3299,2,7,1,158,Inositol-pentakisphosphate 2-kinase,"ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase",NULL,"ATP + 1D-myo-inositol 1,3,4,5,6-pentakisphosphate = ADP + 1D-myo-inositolhexakisphosphate.",EC 2.7.1.158 created 2006
3300,2,7,1,159,"Inositol-1,3,4-trisphosphate 5/6-kinase","ATP:1D-myo-inositol 1,3,4-trisphosphate 5-phosphotransferase",NULL,"(1) ATP + 1D-myo-inositol 1,3,4-trisphosphate = ADP + 1D-myo-inositol1,3,4,5-tetrakisphosphate.(2) ATP + 1D-myo-inositol 1,3,4-trisphosphate = ADP + 1D-myo-inositol1,3,4,6-tetrakisphosphate.",EC 2.7.1.159 created 2006
3301,2,7,1,160,2'-phosphotransferase,2'-phospho-[ligated tRNA]:NAD(+) phosphotransferase,NULL,"2'-phospho-[ligated tRNA] + NAD(+) = mature tRNA + ADP ribose1'',2''-phosphate + nicotinamide + H(2)O.",EC 2.7.1.160 created 2006
3302,2,7,1,161,CTP-dependent riboflavin kinase,CTP:riboflavin 5'-phosphotransferase,NULL,CTP + riboflavin = CDP + FMN.,EC 2.7.1.161 created 2008
3303,2,7,1,162,N-acetylhexosamine 1-kinase,ATP:N-acetyl-D-hexosamine 1-phosphotransferase,Magnesium.,ATP + N-acetyl-D-hexosamine = ADP + N-acetyl-alpha-D-hexosamine1-phosphate.,EC 2.7.1.162 created 2008
3304,2,7,1,163,Hygromycin B 4-O-kinase,ATP:hygromycin-B 4-O-phosphotransferase,NULL,ATP + hygromycin B = ADP + 4-O-phosphohygromycin B.,EC 2.7.1.163 created 2009
3305,2,7,1,164,O-phosphoseryl-tRNA(Sec) kinase,ATP:L-seryl-tRNA(Sec) O-phosphotransferase,NULL,ATP + L-seryl-tRNA(Sec) = ADP + O-phospho-L-seryl-tRNA(Sec).,EC 2.7.1.164 created 2009
3306,2,7,1,165,Glycerate 2-kinase,ATP:D-glycerate 2-phosphotransferase,Divalent cation.,ATP + D-glycerate = ADP + 2-phospho-D-glycerate.,EC 2.7.1.165 created 2010
3307,2,7,1,166,3-deoxy-D-manno-octulosonic acid kinase,ATP:(KDO)-lipid IV(A) 3-deoxy-alpha-D-manno-oct-2-ulopyranose 4-phosphotransferase,NULL,Alpha-Kdo-(2->6)-lipid IV(A) + ATP = 4-O-phospho-alpha-Kdo-(2->6)-lipidIV(A) + ADP.,"EC 2.7.1.166 created 2010, modified 2011"
3308,2,7,1,167,D-glycero-beta-D-manno-heptose-7-phosphate kinase,ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase,NULL,"D-glycero-beta-D-manno-heptose 7-phosphate + ATP = D-glycero-beta-D-manno-heptose 1,7-bisphosphate + ADP.",EC 2.7.1.167 created 2010
3309,2,7,1,168,D-glycero-alpha-D-manno-heptose-7-phosphate kinase,ATP:D-glycero-alpha-D-manno-heptose 7-phosphate 1-phosphotransferase,NULL,"D-glycero-alpha-D-manno-heptose 7-phosphate + ATP = D-glycero-alpha-D-manno-heptose 1,7-bisphosphate + ADP.",EC 2.7.1.168 created 2010
3310,2,7,1,169,Pantoate kinase,ATP:(R)-pantoate 4-phosphotransferase,NULL,ATP + (R)-pantoate = ADP + (R)-4-phosphopantoate.,EC 2.7.1.169 created 2010
3311,2,7,1,170,Anhydro-N-acetylmuramic acid kinase,"ATP:1,6-anhydro-N-acetyl-beta-muramate 6-phosphotransferase",NULL,"ATP + 1,6-anhydro-N-acetyl-beta-muramate + H(2)O = ADP + N-acetylmuramate6-phosphate.",EC 2.7.1.170 created 2011
3312,2,7,1,171,Protein-fructosamine 3-kinase,ATP:[protein]-N(6)-D-fructosyl-L-lysine 3-phosphotransferase,NULL,ATP + [protein]-N(6)-D-fructosyl-L-lysine = ADP + [protein]-N(6)-(3-O-phospho-D-fructosyl)-L-lysine.,EC 2.7.1.171 created 2011
3313,2,7,1,172,Protein-ribulosamine 3-kinase,ATP:[protein]-N(6)-D-ribulosyl-L-lysine 3-phosphotransferase,NULL,ATP + [protein]-N(6)-D-ribulosyl-L-lysine = ADP + [protein]-N(6)-(3-O-phospho-D-ribulosyl)-L-lysine.,EC 2.7.1.172 created 2011
3314,2,7,1,173,Nicotinate riboside kinase,ATP:beta-D-ribosylnicotinate 5-phosphotransferase,NULL,ATP + beta-D-ribosylnicotinate = ADP + nicotinate beta-D-ribonucleotide.,EC 2.7.1.173 created 2012
3315,2,7,1,174,Diacylglycerol kinase (CTP),"CTP:1,2-diacyl-sn-glycerol 3-phosphotransferase",Magnesium or calcium.,"CTP + 1,2-diacyl-sn-glycerol = CDP + 1,2-diacyl-sn-glycerol 3-phosphate.","EC 2.7.1.174 created 2012, modified 2013"
3316,2,7,1,175,Maltokinase,ATP:alpha-maltose 1-phosphotransferase,Magnesium.,ATP + maltose = ADP + alpha-maltose 1-phosphate.,EC 2.7.1.175 created 2012
3317,2,7,1,176,UDP-N-acetylglucosamine kinase,ATP:UDP-N-acetyl-alpha-D-glucosamine 3'-phosphotransferase,NULL,ATP + UDP-N-acetyl-alpha-D-glucosamine = ADP + UDP-N-acetyl-alpha-D-glucosamine 3'-phosphate.,EC 2.7.1.176 created 2012
3318,2,7,1,177,L-threonine kinase,ATP:L-threonine O(3)-phosphotransferase,NULL,ATP + L-threonine = ADP + O-phospho-L-threonine.,EC 2.7.1.177 created 2012
3319,2,7,1,178,2-dehydro-3-deoxyglucono/galactono-kinase,ATP:2-dehydro-3-deoxy-D-gluconate/2-dehydro-3-deoxy-D-galactonate 6-phosphotransferase,NULL,(1) ATP + 2-dehydro-3-deoxy-D-gluconate = ADP + 2-dehydro-3-deoxy-6-phospho-D-gluconate.(2) ATP + 2-dehydro-3-deoxy-D-galactonate = ADP + 2-dehydro-3-deoxy-6-phospho-D-galactonate.,EC 2.7.1.178 created 2013
3320,2,7,1,179,Kanosamine kinase,ATP:kanosamine 6-phosphotransferase,NULL,ATP + kanosamine = ADP + kanosamine 6-phosphate.,EC 2.7.1.179 created 2013
3321,2,7,1,180,FAD:protein FMN transferase,FAD:protein riboflavin-5'-phosphate transferase,Magnesium.,FAD + [protein]-L-threonine = [protein]-FMN-L-threonine + AMP.,EC 2.7.1.180 created 2013
3322,2,7,1,181,"Polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase","ATP:alpha-D-Man-(1-&gt;2)-alpha-D-Man-(1-&gt;2)-alpha-D-Man-(1-&gt;3)-alpha-D-Man-(1-&gt;3)-(alpha-D-Man-(1-&gt;2)-alpha-D-Man-(1-&gt;2)-alpha-D-Man-(1-&gt;3)-alpha-D-Man-(1-&gt;3))(n)-alpha-D-Man-(1-&gt;3)-alpha-D-Man-(1-&gt;3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol 3-phosphotransferase",NULL,"ATP + alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3))(n)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol = ADP + 3-O-phospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3))(n)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol.",EC 2.7.1.181 created 2014
3323,2,7,1,182,Phytol kinase,CTP:phytol O-phosphotransferase,NULL,CTP + phytol = CDP + phytyl phosphate.,EC 2.7.1.182 created 2014
3324,2,7,1,n1,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
3325,2,7,1,n2,NULL,NULL,NULL,NULL,NULL
3326,2,7,1,n3,NULL,NULL,NULL,NULL,NULL
3327,2,7,1,n4,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
3328,2,7,1,n5,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
3329,2,7,1,n6,NULL,NULL,NULL,NULL,NULL
3330,2,7,1,n7,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
3331,2,7,1,n8,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
3332,2,7,2,1,Acetate kinase,ATP:acetate phosphotransferase,Magnesium.,ATP + acetate = ADP + acetyl phosphate.,"EC 2.7.2.1 created 1961, modified 2005"
3333,2,7,2,2,Carbamate kinase,ATP:carbamate phosphotransferase,NULL,ATP + NH(3) + CO(2) = ADP + carbamoyl phosphate.,EC 2.7.2.2 created 1961
3334,2,7,2,3,Phosphoglycerate kinase,ATP:3-phospho-D-glycerate 1-phosphotransferase,NULL,ATP + 3-phospho-D-glycerate = ADP + 3-phospho-D-glyceroyl phosphate.,EC 2.7.2.3 created 1961
3335,2,7,2,4,Aspartate kinase,ATP:L-aspartate 4-phosphotransferase,NULL,ATP + L-aspartate = ADP + 4-phospho-L-aspartate.,EC 2.7.2.4 created 1961
3336,2,7,2,5,NULL,NULL,NULL,NULL,"EC 2.7.2.5 created 1965, deleted 1978"
3337,2,7,2,6,Formate kinase,ATP:formate phosphotransferase,NULL,ATP + formate = ADP + formyl phosphate.,EC 2.7.2.6 created 1965
3338,2,7,2,7,Butyrate kinase,ATP:butanoate 1-phosphotransferase,NULL,ATP + butanoate = ADP + butanoyl phosphate.,"EC 2.7.2.7 created 1972, modified 1986, modified 1990"
3339,2,7,2,8,Acetylglutamate kinase,ATP:N-acetyl-L-glutamate 5-phosphotransferase,NULL,ATP + N-acetyl-L-glutamate = ADP + N-acetyl-L-glutamate 5-phosphate.,EC 2.7.2.8 created 1972
3340,2,7,2,9,NULL,NULL,NULL,NULL,"EC 2.7.2.9 created 1972, deleted 1978"
3341,2,7,2,10,Phosphoglycerate kinase (GTP),GTP:3-phospho-D-glycerate 1-phosphotransferase,NULL,GTP + 3-phospho-D-glycerate = GDP + 3-phospho-D-glyceroyl phosphate.,EC 2.7.2.10 created 1976
3342,2,7,2,11,Glutamate 5-kinase,ATP:L-glutamate 5-phosphotransferase,NULL,ATP + L-glutamate = ADP + L-glutamate 5-phosphate.,EC 2.7.2.11 created 1976
3343,2,7,2,12,Acetate kinase (diphosphate),Diphosphate:acetate phosphotransferase,NULL,Diphosphate + acetate = phosphate + acetyl phosphate.,EC 2.7.2.12 created 1976
