id_com,comment,id_enz
4205,"Involved in the biosynthesis of vitamin K(2) (menaquinone). In most anaerobes and all Gram-positive aerobes, menaquinone is the sole electron transporter in the respiratory chain and is essential for their survival. It had previously been thought that the products of the reaction were (1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate (SHCHC), pyruvate and CO(2) but it is now known that two separate enzymes are involved: this enzyme and EC 4.2.99.20. Under basic conditions, the product can spontaneously lose pyruvate to form SHCHC. Formerly EC 2.5.1.64 and EC 2.5.1.n1.",2207
4206,"Involved in the biosynthesis of vitamin K(2) (menaquinone).In most anaerobes and all Gram-positive aerobes, menaquinone is thesole electron transporter in the respiratory chain and is essentialfor their survival.It had previously been thought that the products of the reaction were(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate(SHCHC), pyruvate and CO(2) but it is now known that two separateenzymes are involved: this enzyme and EC 4.2.99.20.Under basic conditions, the product can spontaneously lose pyruvateto form SHCHC.Formerly EC 2.5.1.64 and EC 2.5.1.n1.",2207
4207,"The enzyme plays a key role in an alternative pathway of the biosynthesis of 3-dehydroquinate (DHQ), which is involved in the canonical pathway for the biosynthesis of aromatic amino acids. The enzyme can also catalyze the cleavage of fructose-1,6-bisphosphate to glyceraldehyde-3-phosphate and dihydroxyacetone phosphate. Formerly EC 4.1.2.n5.",2208
4208,"The enzyme plays a key role in an alternative pathway of thebiosynthesis of 3-dehydroquinate (DHQ), which is involved in thecanonical pathway for the biosynthesis of aromatic amino acids.The enzyme can also catalyze the cleavage of fructose-1,6-bisphosphate to glyceraldehyde-3-phosphate and dihydroxyacetonephosphate.Formerly EC 4.1.2.n5.",2208
4209,"The enzyme plays a key role in an alternative pathway of the biosynthesis of 3-dehydroquinate (DHQ), which is involved in the canonical pathway for the biosynthesis of aromatic amino acids. The enzyme can also catalyze the reaction of EC 4.1.2.13, fructose-bisphosphate aldolase.",2209
4210,"The enzyme plays a key role in an alternative pathway of the biosynthesis of 3-dehydroquinate (DHQ), which is involved in the canonical pathway for the biosynthesis of aromatic amino acids. The enzyme can also catalyze the reaction of EC 4.1.2.13.",2209
4211,"The enzyme plays a key role in an alternative pathway of thebiosynthesis of 3-dehydroquinate (DHQ), which is involved in thecanonical pathway for the biosynthesis of aromatic amino acids.The enzyme can also catalyze the reaction of EC 4.1.2.13.",2209
4212,"Also acts with L-aspartate and, more slowly, with some other amino acids.",2210
4213,"Also acts with L-aspartate and, more slowly, with some other aminoacids.",2210
4214,Also acts with propanoyl-CoA.,2211
4215,Also acts with propanoyl-CoA.,2211
4216,"Wide specificity for aromatic amines, including serotonin; also catalyzes acetyl-transfer between arylamines without CoA.",2214
4217,"Wide specificity for aromatic amines, including serotonin; alsocatalyzes acetyl-transfer between arylamines without CoA.",2214
4218,"Propanoyl-CoA can act, more slowly, in place of acetyl-CoA.",2215
4219,"Propanoyl-CoA can act, more slowly, in place of acetyl-CoA.",2215
4220,Also acts on propanoyl-CoA and butanoyl-CoA (cf. EC 2.3.1.21 carnitine O-palmitoyltransferase and EC 2.3.1.137 carnitine O-octanoyltransferase).,2216
4221,Also acts on propanoyl-CoA and butanoyl-CoA (cf. EC 2.3.1.21 and EC 2.3.1.137).,2216
4222,Also acts on propanoyl-CoA and butanoyl-CoA (cf. EC 2.3.1.21 andEC 2.3.1.137).,2216
4223,Also acts with other short-chain acyl-CoAs.,2217
4224,Also acts with other short-chain acyl-CoAs.,2217
4225,2-Sulfanylethanol (2-mercaptoethanol) can act as a substrate (1).,2220
4226,2-sulfanylethanol (2-mercaptoethanol) can act as a substrate.,2220
4227,2-sulfanylethanol (2-mercaptoethanol) can act as a substrate.,2220
4228,"A multimer (24-mer or 60-mer, depending on the source) of this enzyme forms the core of the pyruvate dehydrogenase multienzyme complex, and binds tightly both EC 1.2.4.1, pyruvate dehydrogenase (acetyl-transferring) and EC 1.8.1.4, dihydrolipoyl dehydrogenase. The lipoyl group of this enzyme is reductively acetylated by EC 1.2.4.1, and the only observed direction catalyzed by EC 2.3.1.12 is that where the acetyl group is passed to coenzyme A.",2221
4229,"A multimer (24-mer or 60-mer, depending on the source) of this enzyme forms the core of the pyruvate dehydrogenase multienzyme complex, and binds tightly both EC 1.2.4.1 and EC 1.8.1.4. The lipoyl group of this enzyme is reductively acetylated by EC 1.2.4.1, and the only observed direction catalyzed by EC 2.3.1.12 is that where the acetyl group is passed to coenzyme A.",2221
4230,"A multimer (24-mer or 60-mer, depending on the source) of this enzymeforms the core of the pyruvate dehydrogenase multienzyme complex,and binds tightly both EC 1.2.4.1 and EC 1.8.1.4.The lipoyl group of this enzyme is reductively acetylated byEC 1.2.4.1, and the only observed direction catalyzed by EC 2.3.1.12is that where the acetyl group is passed to coenzyme A.",2221
4231,"The CoA derivatives of a number of aliphatic and aromatic acids, but not phenylacetyl-CoA or (indol-3-yl)acetyl-CoA, can act as donor. Not identical with EC 2.3.1.68 glutamine N-acyltransferase or EC 2.3.1.71 glycine N-benzoyltransferase.",2222
4232,"The CoA derivatives of a number of aliphatic and aromatic acids, but not phenylacetyl-CoA or (indol-3-yl)acetyl-CoA, can act as donor. Not identical with EC 2.3.1.68 or EC 2.3.1.71.",2222
4233,"The CoA derivatives of a number of aliphatic and aromatic acids,but not phenylacetyl-CoA or (indol-3-yl)acetyl-CoA, can act as donor.Not identical with EC 2.3.1.68 or EC 2.3.1.71.",2222
4234,Acyl-[acyl-carrier protein] can also act as acyl donor. The enzyme acts only on derivatives of fatty acids of chain length above C(10).,2224
4235,Acyl-[acyl-carrier-protein] can also act as acyl donor. Acts only with derivatives of fatty acids of chain length above C(10).,2224
4236,Acyl-[acyl-carrier-protein] can also act as acyl donor.Acts only with derivatives of fatty acids of chain length aboveC(10).,2224
4237,Acts on thiogalactosides and phenylgalactoside.,2227
4238,Acts on thiogalactosides and phenylgalactoside.,2227
4239,Palmitoyl-CoA and other long-chain acyl-CoAs can act as donors.,2229
4240,Palmitoyl-CoA and other long-chain acyl-CoAs can act as donors.,2229
4241,"Broad specificity to acyl group, over the range C(8) to C(18); optimal activity with palmitoyl-CoA. cf. EC 2.3.1.7 carnitine O-acetyltransferase and EC 2.3.1.137 carnitine O-octanoyltransferase.",2230
4242,"Broad specificity to acyl group, over the range C(8) to C(18); optimal activity with palmitoyl-CoA (cf. EC 2.3.1.7 and EC 2.3.1.137).",2230
4243,"Broad specificity to acyl group, over the range C(8) to C(18);optimal activity with palmitoyl-CoA (cf. EC 2.3.1.7 andEC 2.3.1.137).",2230
4244,"Various 2-acylglycerols can act as acceptor; palmitoyl-CoA and other long-chain acyl-CoAs can act as donors. The sn-1 position and the sn-3 position are both acylated, at about the same rate.",2231
4245,"Various 2-acylglycerols can act as acceptor. Palmitoyl-CoA and other long-chain acyl-CoAs can act as donors. The sn-1 position and the sn-3 position are both acylated, at about the same rate.",2231
4246,"Various 2-acylglycerols can act as acceptor.Palmitoyl-CoA and other long-chain acyl-CoAs can act as donors.The sn-1 position and the sn-3 position are both acylated, at aboutthe same rate.",2231
4247,Acts preferentially with unsaturated acyl-CoA derivatives. 1-acyl-sn-glycero-3-phosphoinositol can also act as acceptor.,2232
4248,Acts preferentially with unsaturated acyl-CoA derivatives.1-acyl-sn-glycero-3-phosphoinositol can also act as acceptor.,2232
4249,Acts on sphingosine or its 2-epimer.,2233
4250,Acts on sphingosine or its 2-epimer.,2233
4251,Formerly EC 2.3.1.104.,2234
4252,Formerly EC 2.3.1.104.,2234
4253,The animal enzyme is highly specific for transfer of acyl groups with a single cis double bond that is nine carbon atoms distant from the carboxy group.,2235
4254,The animal enzyme is highly specific for transfer of acyl groups with a single cis double bond 9 carbon atoms distant from the carboxy group.,2235
4255,The animal enzyme is highly specific for transfer of acyl groups witha single cis double bond 9 carbon atoms distant from the carboxygroup.,2235
4256,Chloramphenicol is an antibiotic.,2237
4257,Chloramphenicol is an antibiotic.,2237
4258,"This is a pyridoxal-phosphate-dependent enzyme that acts in concert with EC 1.1.1.103, L-threonine 3-dehydrogenase, in the degradation of threonine to form glycine (3). This threonine degradation pathway is common to prokaryotic and eukaryotic cells and the two enzymes involved form a complex (4).",2238
4259,Acts in concert with EC 1.1.1.103 in the degradation of threonine to form glycine. This threonine degradation pathway is common to prokaryotic and eukaryotic cells and the two enzymes involved form a complex.,2238
4260,Acts in concert with EC 1.1.1.103 in the degradation of threonine toform glycine.This threonine degradation pathway is common to prokaryotic andeukaryotic cells and the two enzymes involved form a complex.,2238
4261,"Also has some hydrolytic activity on acetyl-L-ornithine, but the rate is 1% of that of transferase activity.",2244
4262,"Also has some hydrolytic activity on acetyl-L-ornithine, but the rateis 1% of that of transferase activity.",2244
4263,A pyridoxal-phosphate protein. The enzyme in erythrocytes is genetically distinct from that in other tissues.,2246
4264,"This enzyme, along with EC 2.3.1.39, [acyl-carrier-protein] S-malonyltransferase, is essential for the initiation of fatty-acid biosynthesis in bacteria. The substrate acetyl-CoA protects the enzyme against inhibition by N-ethylmaleimide or iodoacetamide (4). This is one of the activities associated with beta-ketoacyl-ACP synthase III (EC 2.3.1.180) (5).",2247
4265,"Essential, along with EC 2.3.1.39, for the initiation of fatty-acid biosynthesis in bacteria. The substrate acetyl-CoA protects the enzyme against inhibition by N-ethylmaleimide or iodoacetamide. This is one of the activities associated with EC 2.3.1.180.",2247
4266,"Essential, along with EC 2.3.1.39, for the initiation of fatty-acidbiosynthesis in bacteria.The substrate acetyl-CoA protects the enzyme against inhibition byN-ethylmaleimide or iodoacetamide.This is one of the activities associated with EC 2.3.1.180.",2247
4267,"This enzyme, along with EC 2.3.1.38, [acyl-carrier-protein] S-acetyltransferase, is essential for the initiation of fatty-acid biosynthesis in bacteria. This enzyme also provides the malonyl groups for polyketide biosynthesis (7). The product of the reaction, malonyl-ACP, is an elongation substrate in fatty-acid biosynthesis. In Mycobacterium tuberculosis, holo-ACP (the product of EC 2.7.8.7, holo-[acyl-carrier-protein] synthase) is the preferred substrate (5). This enzyme also forms part of the multienzyme complexes EC 4.1.1.88 (biotin-independent malonate decarboxylase) and EC 4.1.1.89 (biotin-dependent malonate decarboxylase). Malonylation of ACP is immediately followed by decarboxylation within the malonate-decarboxylase complex to yield acetyl-ACP, the catalytically active species of the decarboxylase (12). In the enzyme from Klebsiella pneumoniae, methylmalonyl-CoA can also act as a substrate but acetyl-CoA cannot (10) whereas the enzyme from Pseudomonas putida can use both as substrates (11). The ACP subunit found in fatty-acid biosynthesis contains a pantetheine-4'-phosphate prosthetic group; that from malonate decarboxylase also contains pantetheine-4'-phosphate but in the form of a 2'-(5-triphosphoribosyl)-3'-dephospho-CoA prosthetic group.",2248
4268,"Essential, along with EC 2.3.1.38, for the initiation of fatty-acid biosynthesis in bacteria. Also provides the malonyl groups for polyketide biosynthesis. The product of the reaction, malonyl-ACP, is an elongation substrate in fatty-acid biosynthesis. In Mycobacterium tuberculosis, holo-ACP (the product of EC 2.7.8.7) is the preferred substrate. This enzyme also forms part of the multienzyme complexes EC 4.1.1.88 and EC 4.1.1.89. Malonylation of ACP is immediately followed by decarboxylation within the malonate-decarboxylase complex to yield acetyl-ACP, the catalytically active species of the decarboxylase. In the enzyme from Klebsiella pneumoniae, methylmalonyl-CoA can also act as a substrate but acetyl-CoA cannot whereas the enzyme from Pseudomonas putida can use both as substrates. The ACP subunit found in fatty-acid biosynthesis contains a pantetheine-4'-phosphate prosthetic group; that from malonate decarboxylase also contains pantetheine-4'-phosphate but in the form of a 2'-(5-triphosphoribosyl)-3'-dephospho-CoA prosthetic group.",2248
4269,"Essential, along with EC 2.3.1.38, for the initiation of fatty-acidbiosynthesis in bacteria.Also provides the malonyl groups for polyketide biosynthesis.The product of the reaction, malonyl-ACP, is an elongation substratein fatty-acid biosynthesis.In Mycobacterium tuberculosis, holo-ACP (the product of EC 2.7.8.7)is the preferred substrate.This enzyme also forms part of the multienzyme complexes EC 4.1.1.88and EC 4.1.1.89.Malonylation of ACP is immediately followed by decarboxylation withinthe malonate-decarboxylase complex to yield acetyl-ACP,the catalytically active species of the decarboxylase.In the enzyme from Klebsiella pneumoniae, methylmalonyl-CoA can alsoact as a substrate but acetyl-CoA cannot whereas the enzyme fromPseudomonas putida can use both as substrates.The ACP subunit found in fatty-acid biosynthesis contains apantetheine-4'-phosphate prosthetic group; that from malonatedecarboxylase also contains pantetheine-4'-phosphate but in the formof a 2'-(5-triphosphoribosyl)-3'-dephospho-CoA prosthetic group.",2248
4270,"This enzyme is responsible for the chain-elongation step of dissociated (type II) fatty-acid biosynthesis, i.e. the addition of two C atoms to the fatty-acid chain. Escherichia coli mutants that lack this enzyme are deficient in unsaturated fatty acids. The enzyme can use fatty acyl thioesters of ACP (C(2) to C(16)) as substrates, as well as fatty acyl thioesters of Co-A (C(4) to C(16)) (4). The substrate specificity is very similar to that of EC 2.3.1.179, beta-ketoacyl-ACP synthase II, with the exception that the latter enzyme is far more active with palmitoleoyl-ACP (C(16)-Delta(9)) as substrate, allowing the organism to regulate its fatty-acid composition with changes in temperature (4,5).",2250
4271,"Responsible for the chain-elongation step of dissociated (type II) fatty-acid biosynthesis, i.e. the addition of two C atoms to the fatty-acid chain. Escherichia coli mutants that lack this enzyme are deficient in unsaturated fatty acids. Can use fatty acyl thioesters of ACP (C(2) to C(16)) as substrates, as well as fatty acyl thioesters of Co-A (C(4) to C(16)). The substrate specificity is very similar to that of EC 2.3.1.179 with the exception that the latter enzyme is far more active with palmitoleoyl-ACP (C(16)-Delta(9)) as substrate, allowing the organism to regulate its fatty-acid composition with changes in temperature.",2250
4272,"Responsible for the chain-elongation step of dissociated (type II)fatty-acid biosynthesis, i.e. the addition of two C atoms to thefatty-acid chain.Escherichia coli mutants that lack this enzyme are deficient inunsaturated fatty acids.Can use fatty acyl thioesters of ACP (C(2) to C(16)) as substrates,as well as fatty acyl thioesters of Co-A (C(4) to C(16)).The substrate specificity is very similar to that of EC 2.3.1.179with the exception that the latter enzyme is far more active withpalmitoleoyl-ACP (C(16)-Delta(9)) as substrate, allowing the organismto regulate its fatty-acid composition with changes in temperature.",2250
4273,"A membrane protein. Uses CoA derivatives of palmitate, stearate and oleate, with highest activity on palmitoyl-CoA.",2251
4274,"Uses CoA derivatives of palmitate, stearate, and oleate, with highest activity on palmitoyl-CoA.",2251
4275,"Uses CoA derivatives of palmitate, stearate, and oleate, with highestactivity on palmitoyl-CoA.",2251
4276,"Palmitoyl, oleoyl and linoleoyl residues can be transferred; a number of sterols, including cholesterol, can act as acceptors. The bacterial enzyme also catalyzes the reactions of EC 3.1.1.4 phospholipase A(2) and EC 3.1.1.5 lysophospholipase.",2252
4277,"Palmitoyl, oleoyl, and linoleoyl can be transferred; a number of sterols, including cholesterol, can act as acceptors. The bacterial enzyme also catalyzes the reactions of EC 3.1.1.4 and EC 3.1.1.5.",2252
4278,"Palmitoyl, oleoyl, and linoleoyl can be transferred; a number ofsterols, including cholesterol, can act as acceptors.The bacterial enzyme also catalyzes the reactions of EC 3.1.1.4 andEC 3.1.1.5.",2252
4279,Both free and glycosidically bound N-acetyl- and N-glycolyl- neuraminates can act as O-acetyl acceptors.,2253
4280,Both free and glycosidically bound N-acetyl- and N-glycolyl-neuraminates can act as O-acetyl acceptors.,2253
4281,Both free and glycosidically bound N-acetyl- and N-glycolylneuraminates can act as O-acetyl acceptors.,2254
4282,Both free and glycosidically bound N-acetyl- andN-glycolylneuraminates can act as O-acetyl acceptors.,2254
4283,"A pyridoxal-phosphate protein. The enzyme catalyzes the decarboxylative condensation of L-alanine and pimeloyl-[acyl-carrier protein], a key step in the pathway for biotin biosynthesis. Pimeloyl-CoA can be used with lower efficiency (5).",2256
4284,"The enzyme catalyzes the decarboxylative condensation of L-alanine and pimeloyl-[acyl-carrier protein], a key step in the pathway for biotin biosynthesis. Pimeloyl-CoA can be used with lower efficiency.",2256
4285,"The enzyme catalyzes the decarboxylative condensation of L-alanineand pimeloyl-[acyl-carrier protein], a key step in the pathway forbiotin biosynthesis.Pimeloyl-CoA can be used with lower efficiency.",2256
4286,A group of enzymes with differing specificities toward histone acceptors.,2257
4287,A group of enzymes with differing specificities toward histoneacceptors.,2257
4288,"Both this enzyme and EC 6.2.1.22, [citrate (pro-3S)-lyase] ligase, acetylate and activate EC 4.1.3.6 [citrate (pro-3S)-lyase].",2258
4289,Both this enzyme and EC 6.2.1.22 acetylate and activate EC 4.1.3.6.,2258
4290,Both this enzyme and EC 6.2.1.22 acetylate and activate EC 4.1.3.6.,2258
4291,A pyridoxal-phosphate protein.,2259
4292,Acyl-[acyl-carrier-protein] can also act as an acyl donor. The animal enzyme is specific for the transfer of unsaturated fatty acyl groups.,2260
4293,Acyl-[acyl-carrier-protein] can also act as acyl donor. The animal enzyme is specific for the transfer of unsaturated fatty acyl groups.,2260
4294,Acyl-[acyl-carrier-protein] can also act as acyl donor.The animal enzyme is specific for the transfer of unsaturated fattyacyl groups.,2260
4295,Saturated acyl-CoA thioesters are the most effective acyl donors.,2261
4296,Saturated acyl-CoA thioesters are the most effective acyl donors.,2261
4297,"Also acts, more slowly, on L-histidine and L-alanine.",2262
4298,"Also acts, more slowly, on L-histidine and L-alanine.",2262
4299,Transfers the N-acetyl group of some aromatic acethydroxamates to the O-position of some aromatic hydroxylamines.,2265
4300,Transfers the N-acetyl group of some aromatic acethydroxamates to theO-position of some aromatic hydroxylamines.,2265
4301,"Acts on 1,3-diaminopropane, 1,5-diaminopentane, putrescine, spermidine (forming N(1)- and N(8)-acetylspermidine), spermine, N(1)-acetylspermidine and N(8)-acetylspermidine.",2266
4302,"Acts on 1,3-diaminopropane, 1,5-diaminopentane, putrescine,spermidine (forming N(1)- and N(8)-acetylspermidine), spermine, N(1)-acetylspermidine and N(8)-acetylspermidine.",2266
4303,"The antibiotics gentamicin A, sisomicin, tobramycin, paromomycin, neomycin B, kanamycin B and kanamycin C can also act as acceptors.",2268
4304,"The antibiotics gentamicin A, sisomicin, tobramycin, paromomycin,neomycin B, kanamycin B and kanamycin C can also act as acceptors.",2268
4305,Also acetylates sisomicin.,2269
4306,Also acetylates sisomicin.,2269
4307,"A multimer (24-mer) of this enzyme forms the core of the multienzyme complex, and binds tightly both EC 1.2.4.2, oxoglutarate dehydrogenase (succinyl-transferring) and EC 1.8.1.4, dihydrolipoyl dehydrogenase. The lipoyl group of this enzyme is reductively succinylated by EC 1.2.4.2, and the only observed direction catalyzed by EC 2.3.1.61 is that where this succinyl group is passed to coenzyme A.",2270
4308,"A multimer (24-mer) of this enzyme forms the core of the multienzyme complex, and binds tightly both EC 1.2.4.2 and EC 1.8.1.4. The lipoyl group of this enzyme is reductively succinylated by EC 1.2.4.2, and the only observed direction catalyzed by EC 2.3.1.61 is that where this succinyl group is passed to coenzyme A.",2270
4309,"A multimer (24-mer) of this enzyme forms the core of the multienzymecomplex, and binds tightly both EC 1.2.4.2 and EC 1.8.1.4.The lipoyl group of this enzyme is reductively succinylated byEC 1.2.4.2, and the only observed direction catalyzed by EC 2.3.1.61is that where this succinyl group is passed to coenzyme A.",2270
4310,May be identical with EC 2.3.1.23 1-acylglycerophosphocholine O-acyltransferase.,2272
4311,May be identical with EC 2.3.1.23.,2272
4312,May be identical with EC 2.3.1.23.,2272
4313,"Also acts on CoA derivatives of other bile acids. Taurine and 2-fluoro-beta-alanine can act as substrates, but more slowly (4). The enzyme can also conjugate fatty acids to glycine and can act as a very-long-chain acyl-CoA thioesterase (7). Bile-acid--amino-acid conjugates serve as detergents in the gastrointestinal tract, solubilizing long chain fatty acids, mono- and diglycerides, fat-soluble vitamins and cholesterol (4). This is the second enzyme in a two-step process leading to the conjugation of bile acids with amino acids; the first step is the conversion of bile acids into their acyl-CoA thioesters, which is catalyzed by EC 6.2.1.7, cholate--CoA ligase.",2274
4314,"Also acts on CoA derivatives of other bile acids. Taurine and 2-fluoro-beta-alanine can act as substrates, but more slowly. Can also conjugate fatty acids to glycine and can act as a very-long-chain acyl-CoA thioesterase. Bile-acid--amino-acid conjugates serve as detergents in the gastrointestinal tract, solubilizing long chain fatty acids, mono- and diglycerides, fat-soluble vitamins and cholesterol. This is the second enzyme in a two-step process leading to the conjugation of bile acids with amino acids; the first step is the conversion of bile acids into their acyl-CoA thioesters, which is catalyzed by EC 6.2.1.7.",2274
4315,"Also acts on CoA derivatives of other bile acids.Taurine and 2-fluoro-beta-alanine can act as substrates, but moreslowly.Can also conjugate fatty acids to glycine and can act as a very-long-chain acyl-CoA thioesterase.Bile-acid--amino-acid conjugates serve as detergents in thegastrointestinal tract, solubilizing long chain fatty acids, mono-and diglycerides, fat-soluble vitamins and cholesterol.This is the second enzyme in a two-step process leading to theconjugation of bile acids with amino acids; the first step is theconversion of bile acids into their acyl-CoA thioesters, which iscatalyzed by EC 6.2.1.7.",2274
4316,"Propanoyl-CoA can act as a donor, but more slowly. L-arginine, L-valine, L-phenylalanine and peptides containing L-leucine can act as acceptors.",2275
4317,"Propanoyl-CoA can act, more slowly, as donor. L-arginine, L-valine, L-phenylalanine and peptides containing L-leucine can act as acceptor.",2275
4318,"Propanoyl-CoA can act, more slowly, as donor.L-arginine, L-valine, L-phenylalanine and peptides containingL-leucine can act as acceptor.",2275
4319,"Phenylacetyl-CoA and (indol-3-yl)acetyl-CoA, but not benzoyl-CoA, can act as acyl donors. Not identical with EC 2.3.1.13 glycine N-acyltransferase or EC 2.3.1.71 glycine N-benzoyltransferase.",2277
4320,"Phenylacetyl-CoA and (indol-3-yl)acetyl-CoA, but not benzoyl-CoA, can act as acyl donor. Not identical with EC 2.3.1.13 or EC 2.3.1.71.",2277
4321,"Phenylacetyl-CoA and (indol-3-yl)acetyl-CoA, but not benzoyl-CoA,can act as acyl donor.Not identical with EC 2.3.1.13 or EC 2.3.1.71.",2277
4322,"(-)-Menthol, (+)-neomenthol, borneol, and also cyclohexanol and decan-1-ol can be acetylated.",2278
4323,"(-)-menthol, (+)-neomenthol, borneol, cyclohexanol and N-decanol can be acetylated.",2278
4324,"(-)-menthol, (+)-neomenthol, borneol, cyclohexanol and N-decanol canbe acetylated.",2278
4325,Not identical with EC 2.3.1.13 glycine N-acyltransferase or EC 2.3.1.68 glutamine N-acyltransferase.,2280
4326,Not identical with EC 2.3.1.13 or EC 2.3.1.68.,2280
4327,Not identical with EC 2.3.1.13 or EC 2.3.1.68.,2280
4328,The position of acylation is indeterminate because of the ease of acyl transfer between hydroxy groups.,2281
4329,The position of acylation is indeterminate because of the ease ofacyl transfer between hydroxy groups.,2281
4330,"Cholesterol, sitosterol, campesterol and diacylglycerol can act as acceptors. Transfers a number of long-chain fatty acyl groups.",2282
4331,"Cholesterol, sitosterol, campesterol and diacylglycerol can act asacceptors.Transfers a number of long-chain fatty acyl groups.",2282
4332,"In the presence of NADH and a reductase, 6'-deoxychalcone is produced.",2283
4333,"In the presence of NADH and a reductase, 6'-deoxychalcone isproduced.",2283
4334,"Transfers saturated or unsaturated acyl residues of chain-length C(18) to C(20) to long-chain alcohols, forming waxes. The best acceptor is cis-icos-11-en-1-ol.",2284
4335,"Transfers saturated or unsaturated acyl residues of chain length C(18) to C(20) to long-chain alcohols, forming waxes. The best acceptor is cis-icos-11-en-1-ol.",2284
4336,"Transfers saturated or unsaturated acyl residues of chain lengthC(18) to C(20) to long-chain alcohols, forming waxes.The best acceptor is cis-icos-11-en-1-ol.",2284
4337,Acts on palmitoyl-CoA and other long-chain fatty-acyl derivatives of CoA.,2285
4338,Acts on palmitoyl-CoA and other long-chain fatty-acyl derivatives ofCoA.,2285
4339,"Tripalmitoylglycerol and, more slowly, other triacylglycerols containing C(6) to C(22) fatty acids, can act as donors. The best acceptors are 3-beta-hydroxysteroids with a planar ring system.",2286
4340,"Tripalmitoylglycerol can act as donor, and, more slowly, other triacylglycerols containing C(6) to C(22) fatty acids. The best acceptors are 3-beta-hydroxysteroids with a planar ring system.",2286
4341,"Tripalmitoylglycerol can act as donor, and, more slowly, othertriacylglycerols containing C(6) to C(22) fatty acids.The best acceptors are 3-beta-hydroxysteroids with a planar ringsystem.",2286
4342,Brings about the acetylation of glucosamine groups of heparan sulfate and heparin from which the sulfate has been removed. Also acts on heparin. Not identical with EC 2.3.1.3 glucosamine N-acetyltransferase or EC 2.3.1.4 glucosamine-phosphate N-acetyltransferase.,2287
4343,Brings about the acetylation of glucosamine groups of heparan sulfate and heparin from which the sulfate has been removed. Also acts on heparin. Not identical with EC 2.3.1.3 or EC 2.3.1.4.,2287
4344,Brings about the acetylation of glucosamine groups of heparan sulfateand heparin from which the sulfate has been removed.Also acts on heparin.Not identical with EC 2.3.1.3 or EC 2.3.1.4.,2287
4345,Not identical with EC 2.3.1.18 galactoside O-acetyltransferase.,2288
4346,Not identical with EC 2.3.1.18.,2288
4347,Not identical with EC 2.3.1.18.,2288
4348,"S-benzyl-L-cysteine and, in decreasing order of activity, S-butyl-L-cysteine, S-propyl-L-cysteine, O-benzyl-L-serine and S-ethyl-L-cysteine, can act as acceptors.",2289
4349,"S-benzyl-L-cysteine and, in decreasing order of activity, S-butyl-L-cysteine, S-propyl-L-cysteine, O-benzyl-L-serine and S-ethyl-L-cysteine, can act as acceptor.",2289
4350,"S-benzyl-L-cysteine and, in decreasing order of activity, S-butyl-L-cysteine, S-propyl-L-cysteine, O-benzyl-L-serine and S-ethyl-L-cysteine, can act as acceptor.",2289
4351,"Different from EC 2.3.1.60 gentamicin 3'-N-acetyltransferase. A wide range of antibiotics containing the 2-deoxystreptamine ring can act as acceptors, including gentamicin, kanamycin, tobramycin, neomycin and apramycin.",2290
4352,"A wide range of antibiotics containing the 2-deoxystreptamine ring can act as acceptor, including gentamicin, kanamycin, tobramycin, neomycin and apramycin. Different from EC 2.3.1.60.",2290
4353,"A wide range of antibiotics containing the 2-deoxystreptamine ringcan act as acceptor, including gentamicin, kanamycin, tobramycin,neomycin and apramycin.Different from EC 2.3.1.60.",2290
4354,"The antibiotics kanamycin A, kanamycin B, neomycin, gentamicin C(1a), gentamicin C(2) and sisomicin are substrates. The antibiotics gentamicin, tobramycin and neomycin, but not paromomycin, can also act as acceptors. The 6-amino group of the purpurosamine ring is acetylated.",2291
4355,"The antibiotics kanamycin A, kanamycin B, neomycin, gentamicin C(1a), gentamicin C(2), sisomicin and tobramycin are substrates. The antibiotic paromomycin is not a substrate. The 6-amino group of the purpurosamine ring is acetylated. Formerly EC 2.3.1.55.",2291
4356,"The antibiotics kanamycin A, kanamycin B, neomycin, gentamicin C(1a),gentamicin C(2), sisomicin and tobramycin are substrates.The antibiotic paromomycin is not a substrate.The 6-amino group of the purpurosamine ring is acetylated.Formerly EC 2.3.1.55.",2291
4357,"Acts on a range of short-chain aliphatic alcohols, including methanol and ethanol.",2293
4358,"Acts on a range of short-chain aliphatic alcohols, including methanoland ethanol.",2293
4359,"The animal enzyme is a multi-functional protein catalyzing the reactions of EC 2.3.1.38 [acyl-carrier-protein] S-acetyltransferase, EC 2.3.1.39 [acyl-carrier-protein] S-malonyltransferase, EC 2.3.1.41 3-oxoacyl-[acyl-carrier-protein] synthase, EC 1.1.1.100 3-oxoacyl-[acyl-carrier-protein] reductase, EC 4.2.1.59 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, EC 1.3.1.39 enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific) and EC 3.1.2.14 oleoyl-[acyl-carrier-protein] hydrolase.",2294
4360,"The animal enzyme is a multifunctional protein catalyzing the reactions of EC 2.3.1.38, EC 2.3.1.39, EC 2.3.1.41, EC 1.1.1.100, EC 4.2.1.59, EC 1.3.1.39 and EC 3.1.2.14.",2294
4361,"The animal enzyme is a multifunctional protein catalyzing thereactions of EC 2.3.1.38, EC 2.3.1.39, EC 2.3.1.41, EC 1.1.1.100,EC 4.2.1.59, EC 1.3.1.39 and EC 3.1.2.14.",2294
