id_syn,synonyme,id_enzyme
5084,Serine protein kinase,3541
5085,Serine(threonine) protein kinase,3541
5086,Serine-specific protein kinase,3541
5087,Serine/threonine protein kinase,3541
5088,Threonine-specific protein kinase,3541
5089,PDH kinase,3542
5090,PDHK,3542
5091,PDK,3542
5092,Pyruvate dehydrogenase kinase,3542
5093,Pyruvate dehydrogenase kinase (phosphorylating),3542
5094,AMP-activated kinase,3543
5095,AMP-activated protein kinase kinase,3543
5096,Hydroxymethylglutaryl coenzyme A reductase kinase kinase,3543
5097,Reductase kinase,3543
5098,Reductase kinase kinase,3543
5099,BCK,3544
5100,BCKD kinase,3544
5101,BCODH kinase,3544
5102,Branched-chain 2-oxo acid dehydrogenase kinase,3544
5103,Branched-chain alpha-ketoacid dehydrogenase kinase,3544
5104,Branched-chain keto acid dehydrogenase kinase,3544
5105,Branched-chain oxo acid dehydrogenase kinase (phosphorylating),3544
5106,ICDH kinase/phosphatase,3545
5107,IDH kinase,3545
5108,IDH kinase/phosphatase,3545
5109,IDH-K/P,3545
5110,IDHK/P,3545
5111,Isocitrate dehydrogenase kinase,3545
5112,Isocitrate dehydrogenase kinase (phosphorylating),3545
5113,Isocitrate dehydrogenase kinase/phosphatase,3545
5114,Pheochromocytoma tyrosine hydroxylase-associated kinase,3546
5115,Tyrosine 3-monooxygenase kinase (phosphorylating),3546
5116,Calmodulin-dependent myosin heavy chain kinase,3547
5117,MHCK,3547
5118,MIHC kinase,3547
5119,Myosin heavy chain kinase,3547
5120,Myosin heavy chain kinase A,3547
5121,Myosin heavy-chain kinase,3547
5122,Myosin I heavy-chain kinase,3547
5123,Myosin II heavy-chain kinase,3547
5124,FAST,3548
5125,FASTK,3548
5126,Goodpasture antigen-binding protein kinase,3549
5127,GPBP kinase,3549
5128,GPBPK,3549
5129,CHUK,3550
5130,IKBKA,3550
5131,IKBKB,3550
5132,IKK,3550
5133,IKK-1,3550
5134,IKK-2,3550
5135,Inhibitor of NF-kappa-B kinase,3550
5136,TANK-binding kinase 1,3550
5137,TBK1,3550
5138,PKA,3551
5139,PKA C,3551
5140,Protein kinase A,3551
5141,3':5'-cyclic GMP-dependent protein kinase,3552
5142,cGMP-dependent protein kinase I-beta,3552
5143,Guanosine 3':5'-cyclic monophosphate-dependent protein kinase,3552
5144,PKG,3552
5145,PKG 1-alpha,3552
5146,PKG 1-beta,3552
5147,PKG II,3552
5148,Calcium-dependent protein kinase C,3553
5149,Calcium-independent protein kinase C,3553
5150,Calcium/phospholipid dependent protein kinase,3553
5151,CPKC,3553
5152,NPKC,3553
5153,PKC,3553
5154,Cone opsin kinase,3554
5155,G-protein-coupled receptor kinase 1,3554
5156,GPCR kinase 1,3554
5157,Opsin kinase,3554
5158,Opsin kinase (phosphorylating),3554
5159,Rhodopsin kinase (phosphorylating),3554
5160,RK,3554
5161,ADRBK1,3555
5162,Adrenergic receptor kinase,3555
5163,BARK1,3555
5164,Beta(2)ARK,3555
5165,Beta-adrenergic receptor-specific kinase,3555
5166,Beta-adrenergic-receptor kinase,3555
5167,Beta-adrenergic-receptor kinase (phosphorylating),3555
5168,Beta-adrenoceptor kinase,3555
5169,Beta-AR kinase,3555
5170,Beta-ARK,3555
5171,Beta-receptor kinase,3555
5172,G protein-coupled receptor kinase,3556
5173,GPCR kinase,3556
5174,GPCRK,3556
5175,Ca(2+)/calmodulin-dependent microtubule-associated protein 2 kinase,3557
5176,Ca(2+)/calmodulin-dependent protein kinase 1,3557
5177,Ca(2+)/calmodulin-dependent protein kinase II,3557
5178,Ca(2+)/calmodulin-dependent protein kinase IV,3557
5179,Ca(2+)/calmodulin-dependent protein kinase kinase,3557
5180,Ca(2+)/calmodulin-dependent protein kinase kinase beta,3557
5181,Calcium/calmodulin-dependent protein kinase type II,3557
5182,Caldesmon kinase,3557
5183,Caldesmon kinase (phosphorylating),3557
5184,Calmodulin-dependent kinase II,3557
5185,CaM kinase,3557
5186,CaM kinase II,3557
5187,CAM PKII,3557
5188,CaM-regulated serine/threonine kinase,3557
5189,CaMKI,3557
5190,CaMKII,3557
5191,CaMKIV,3557
5192,CaMKK-alpha,3557
5193,CaMKK-beta,3557
5194,Microtubule-associated protein 2 kinase,3557
5195,[Myosin-light-chain] kinase,3558
5196,Calcium/calmodulin-dependent myosin light chain kinase,3558
5197,MLCK,3558
5198,MLCkase,3558
5199,Myosin kinase,3558
5200,Myosin light chain kinase,3558
5201,Myosin light chain protein kinase,3558
5202,Myosin light-chain kinase,3558
5203,Myosin light-chain kinase (phosphorylating),3558
5204,Smooth-muscle-myosin-light-chain kinase,3558
5205,Dephosphophosphorylase kinase,3559
5206,Glycogen phosphorylase kinase,3559
5207,PHK,3559
5208,Phosphorylase b kinase,3559
5209,Phosphorylase B kinase,3559
5210,Phosphorylase kinase (phosphorylating),3559
5211,Ca/CaM-kinase III,3560
5212,Calmodulin-dependent protein kinase III,3560
5213,CaM kinase III,3560
5214,EEF2 kinase,3560
5215,EEF2K,3560
5216,EF2K,3560
5217,PLK,3561
5218,Polo serine-threonine kinase,3561
5219,Polo-like kinase,3561
5220,Cdc2 kinase,3562
5221,Cdk-activating kinase,3562
5222,Cdk-activating protein kinase,3562
5223,CTD kinase,3563
5224,C-Jun N-terminal kinase,3564
5225,ERK,3564
5226,Extracellular signal-regulated kinase,3564
5227,JNK,3564
5228,MAP kinase,3564
5229,MAPK,3564
5230,MBP kinase I,3564
5231,MBP kinase II,3564
5232,Microtubule-associated protein 2 kinase,3564
5233,Microtubule-associated protein kinase,3564
5234,Myelin basic protein kinase,3564
5235,SAPK,3564
5236,Stress-activated protein kinase,3564
5237,MAP kinase kinase kinase,3565
5238,MAP3K,3565
5239,MAPKKK,3565
5240,MEK kinase,3565
5241,MEKK,3565
5242,MLK-like mitogen-activated protein triple kinase,3565
5243,MLTK,3565
5244,[Tau-protein] kinase,3566
5245,Glycogen synthase kinase-3-beta,3566
5246,GSK,3566
5247,Protein tau kinase,3566
5248,Tau kinase,3566
5249,Tau-tubulin kinase,3566
5250,TPK,3566
5251,TTK,3566
5252,Acetyl coenzyme A carboxylase kinase (phosphorylating),3567
5253,Acetyl-CoA carboxylase bound kinase,3567
5254,Acetyl-CoA carboxylase kinase,3567
5255,Acetyl-CoA carboxylase kinase (AMP-activated),3567
5256,Acetyl-CoA carboxylase kinase (cAMP-independent),3567
5257,Acetyl-coenzyme A carboxylase kinase,3567
5258,AMPK,3567
5259,I-peptide kinase,3567
5260,Tropomyosin kinase (phosphorylating),3568
5261,LDL receptor kinase,3569
5262,Low-density lipoprotein receptor kinase,3569
5263,Low-density-lipoprotein kinase,3569
5264,Low-density-lipoprotein receptor kinase (phosphorylating),3569
5265,Activin receptor kinase,3570
5266,Receptor serine/threonine protein kinase,3570
5267,Receptor type I serine/threonine protein kinase,3570
5268,Receptor type II serine/threonine protein kinase,3570
5269,TGF-beta kinase,3570
5270,3-hydroxy-3-methylglutaryl coenzyme A reductase kinase,3571
5271,3-hydroxy-3-methylglutaryl-CoA reductase kinase,3571
5272,[Hydroxymethylglutaryl-CoA reductase (NADPH(2))] kinase,3571
5273,AMP-activated protein kinase,3571
5274,AMPK,3571
5275,Beta-hydroxy-beta-methylglutaryl-CoA reductase kinase,3571
5276,HMG-CoA reductase kinase,3571
5277,Hydroxymethylglutaryl coenzyme A reductase kinase,3571
5278,Hydroxymethylglutaryl coenzyme A reductase kinase (phosphorylating),3571
5279,Hydroxymethylglutaryl-CoA reductase kinase,3571
5280,Reductase kinase,3571
5281,Bifunctional dikinase regulatory protein,3572
5282,PPDK regulatory protein,3572
5283,"Pyruvate, phosphate dikinase regulatory protein",3572
5284,PEPS kinase,3573
5285,PSRP,3573
5286,MAP kinase kinase,3577
5287,MAP2K,3577
5288,MAPKK,3577
5289,MEK,3577
5290,MKK,3577
5291,Histidine kinase,3578
5292,Histidine protein kinase,3578
5293,HK2,3578
5294,Protein histidine kinase,3578
5295,Protein kinase (histidine),3578
5296,Histidine kinase,3579
5297,Histidine protein kinase,3579
5298,HK3,3579
5299,Protein histidine kinase,3579
5300,Protein kinase (histidine),3579
5301,Histidine protein kinase,3580
5302,HK1,3580
5303,Protein histidine kinase,3580
5304,Protein kinase,3580
5305,Protein kinase (histidine),3580
5306,Diphosphate--protein phosphotransferase,3581
5307,DiPPT,3581
5308,Pyrophosphate-protein phosphotransferase,3581
5309,Rhodanese,3582
5310,Thiosulfate cyanide transsulfurase,3582
5311,Thiosulfate thiotransferase,3582
5312,Glutathione-dependent thiosulfate reductase,3584
5313,Sulfane reductase,3584
5314,Thiosulfate reductase,3586
5315,Cysteine desulfurylase,3588
5316,Lipoate synthase,3589
5317,MoCo sulfurase,3590
5318,MoCo sulfurtransferase,3590
5319,Molybdenum cofactor sulfurase,3590
5320,Molybdopterin synthase sulfurylase,3592
5321,MPT synthase,3593
5322,Phenol sulfotransferase,3595
5323,Sulfokinase,3595
5324,Hydroxysteroid sulfotransferase,3596
5325,Amine N-sulfotransferase,3597
5326,Arylamine sulfotransferase,3597
5327,3'-phosphoadenylyl-sulfate:heparitin N-sulfotransferase,3602
5328,3'-phosphoadenylyl-sulfate:N-desulfoheparin N-sulfotransferase,3602
5329,3'-phosphoadenylylsulfate:N-desulfoheparin sulfotransferase,3602
5330,Desulfoheparin sulfotransferase,3602
5331,Glucosaminyl N-deacetylase/N-sulfotransferase,3602
5332,Heparan sulfate 2-N-sulfotransferase,3602
5333,Heparan sulfate N-deacetylase/N-sulfotransferase,3602
5334,Heparan sulfate N-sulfotransferase,3602
5335,Heparan sulfate sulfotransferase,3602
5336,Heparin N-sulfotransferase,3602
5337,Heparitin sulfotransferase,3602
5338,N-desulfoheparin sulfotransferase,3602
5339,N-heparan sulfate sulfotransferase,3602
5340,N-HSST,3602
5341,PAPS:DSH sulfotransferase,3602
5342,PAPS:N-desulfoheparin sulfotransferase,3602
5343,Luciferin sulfotransferase,3604
5344,BAST I,3608
5345,Bile acid sulfotransferase I,3608
5346,Bile acid:3'-phosphoadenosine-5'-phosphosulfate sulfotransferase,3608
5347,Bile salt:3'phosphoadenosine-5'-phosphosulfate:sulfotransferase,3608
5348,Glycolithocholate sulfotransferase,3608
5349,Glucocorticosteroid sulfotransferase,3612
5350,Tyrosylprotein sulfotransferase,3614
5351,Arylsulfate sulfotransferase,3616
5352,3'-phosphoadenylyl-sulfate:heparin-glucosamine 3-O-sulfotransferase,3617
5353,3-OST-1,3617
5354,Glucosaminyl 3-O-sulfotransferase,3617
5355,Heparan sulfate D-glucosaminyl 3-O-sulfotransferase,3617
5356,Heparin-glucosamine 3-O-sulfotransferase,3617
5357,3-OST-2,3623
5358,Glucosaminyl 3-O-sulfotransferase 2,3623
5359,Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 2,3623
5360,3-OST-3,3624
5361,Glucosaminyl 3-O-sulfotransferase 3,3624
5362,Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3,3624
5363,PZ-SULT,3625
5364,GalNAc4S-6ST,3627
5365,BAST,3628
5366,Bile acid:3'-phosphoadenosine-5'-phosphosulfate sulfotransferase,3628
5367,Bile acid:PAPS:sulfotransferase,3628
5368,CHST14 protein,3629
5369,Dermatan N-acetylgalactosamine 4-O-sulfotransferase,3629
5370,Dermatan-specific N-acetylgalactosamine 4-O-sulfotransferase,3629
5371,Sulfotransferase 6B1,3632
5372,Succinyl--beta-ketoacyl-CoA transferase,3634
5373,Succinyl-CoA:3-ketoacid-CoA transferase,3637
5374,Beta-ketoadipate:succinyl-CoA transferase,3638
5375,5-hydroxyvalerate CoA-transferase,3646
5376,Benzylsuccinate CoA-transferase,3647
5377,Formyl-CoA oxalate CoA-transferase,3648
5378,Formyl-coenzyme A transferase,3648
5379,FldA,3649
5380,SCACT,3650
5381,Acetyl-CoA oxalate CoA-transferase,3651
5382,Acetyl-coenzyme A transferase,3651
5383,Methyl coenzyme M reductase,3655
5384,Methyl-CoM reductase,3655
5385,2-methylthio-N-6-isopentenyl adenosine synthase,3657
5386,tRNA-i6A37 methylthiotransferase,3657
5387,Methylthio-threonylcarbamoyl-adenosine transferase B,3659
5388,Cysteinyl-tRNA(Sec)-selenium transferase,3660
5389,Cysteinyl-tRNA(Sel)-selenium transferase,3660
5390,L-selenocysteinyl-tRNA(Sec) synthase,3660
5391,L-selenocysteinyl-tRNA(Sel) synthase,3660
5392,Selenocysteine synthase,3660
5393,O-phosphoseryl-tRNA(Sec) selenium transferase,3661
5394,O-phosphoseryl-tRNA:selenocysteinyl-tRNA synthase,3661
5395,SepSecS,3661
5396,Ali-esterase,3664
5397,B-esterase,3664
5398,Cocaine esterase,3664
5399,Methylbutyrase,3664
5400,Monobutyrase,3664
5401,Procaine esterase,3664
5402,A-esterase,3665
5403,Paraoxonase,3665
5404,Lipase,3666
5405,Tributyrase,3666
5406,Triglyceride lipase,3666
5407,Lecithinase A,3667
5408,Phosphatidase,3667
5409,Phosphatidolipase,3667
5410,Phosphatidylcholine 2-acylhydrolase,3667
5411,Phospholipase A2,3667
5412,Lecithinase B,3668
5413,Lysolecithinase,3668
5414,Phospholipase B,3668
5415,C-esterase (in animal tissues),3669
5416,Choline esterase I,3670
5417,Cholinesterase,3670
5418,True cholinesterase,3670
5419,Acylcholine acylhydrolase,3671
5420,Benzoylcholinesterase,3671
5421,Butyrylcholine esterase,3671
5422,Choline esterase II (unspecific),3671
5423,Non-specific cholinesterase,3671
5424,Pseudocholinesterase,3671
5425,Atropine acylhydrolase,3673
5426,Atropinesterase,3673
5427,Pectin demethoxylase,3674
5428,Pectin methoxylase,3674
5429,Pectin methylesterase,3674
5430,Cholesterol ester synthase,3676
5431,Cholesterol esterase,3676
5432,Triterpenol esterase,3676
5433,Aldonolactonase,3680
5434,Lactonase,3680
5435,Monoacylglycerol lipase,3686
5436,3-ketoadipate enol-lactonase,3687
5437,3-oxoadipic enol-lactone hydrolase,3687
5438,Beta-ketoadipate enol-lactone hydrolase,3687
5439,Beta-ketoadipic enol-lactone hydrolase,3687
5440,Carboxymethylbutenolide lactonase,3687
5441,Gamma-lactonase,3688
5442,Peptidyl-tRNA hydrolase,3692
5443,Phospholipase A1,3695
5444,Clearing factor lipase,3697
5445,Diacylglycerol lipase,3697
5446,Diglyceride lipase,3697
5447,Lecanorate hydrolase,3703
5448,Chlorogenase,3705
5449,Alpha-amino-acid ester hydrolase,3706
5450,Dienelactone hydrolase,3708
5451,Maleylacetate enol-lactonase,3708
5452,2-acetyl-1-alkylglycerophosphocholine esterase,3710
5453,LDL-associated phospholipase A(2),3710
5454,LDL-PLA(2),3710
5455,PAF 2-acylhydrolase,3710
5456,PAF acetylhydrolase,3710
5457,Platelet-activating factor acetylhydrolase,3710
5458,Ornithine esterase,3711
5459,Diacylphorbate 12-hydrolase,3714
5460,Phosphatidylinositol phospholipase A2,3715
5461,Aspirin esterase,3718
5462,Esterase D,3719
5463,"2-pyrone-4,6-dicarboxylate hydrolase",3720
5464,"2-pyrone-4,6-dicarboxylate lactonohydrolase",3720
5465,JH esterase,3722
5466,CheB methylesterase,3724
5467,Chemotaxis-specific methylesterase,3724
5468,Methyl-accepting chemotaxis protein methyl-esterase,3724
5469,Methylesterase CheB,3724
5470,PME,3724
5471,Protein carboxyl methylesterase,3724
5472,Protein methyl-esterase,3724
5473,Protein methylesterase,3724
5474,All-trans-retinyl-palmitate hydrolase,3727
5475,All-trans-retinylester 11-cis isomerohydrolase,3727
5476,FAEE synthase,3730
5477,FAEES,3730
5478,Alkylacetylglycerol acetylhydrolase,3734
5479,Cinnamoyl ester hydrolase,3736
5480,Ferulic acid esterase,3736
5481,Hydroxycinnamoyl esterase,3736
5482,Cutin hydrolase,3737
5483,PHB depolymerase,3738
5484,Poly((R)-hydroxyalkanoic acid) depolymerase,3738
5485,Poly(3HB) depolymerase,3738
5486,Poly(HA(SCL)) depolymerase,3738
5487,Poly(HA) depolymerase,3738
5488,PHA depolymerase,3739
5489,PHO depolymerase,3739
5490,Poly((R)-3-hydroxyoctanoate) hydrolase,3739
5491,Poly((R)-hydroxyalkanoic acid) depolymerase,3739
5492,Poly(3HO) depolymerase,3739
5493,Poly(HA(MCL)) depolymerase,3739
5494,Poly(HA) depolymerase,3739
5495,PNAE,3741
5496,Polyneuridine aldehyde esterase,3741
5497,HSL,3742
5498,2-beta-(R)-17-O-acetylajmalan:acetylesterase,3743
5499,AAE,3743
5500,Acetylajmalan esterase,3743
5501,Acyl homoserine degrading enzyme,3744
5502,Acyl-homoserine-lactone acylase,3744
5503,AHL lactonase,3744
5504,AHL-degrading enzyme,3744
5505,AHL-inactivating enzyme,3744
5506,AHLase,3744
5507,N-acyl homoserine lactonase,3744
5508,N-acyl homoserine lactone hydrolase,3744
5509,N-acyl-homoserine lactone lactonase,3744
5510,N-acyl-L-homoserine lactone hydrolase,3744
5511,Quorum-quenching lactonase,3744
5512,Quorum-quenching N-acyl homoserine lactone hydrolase,3744
5513,Phedase,3745
5514,PPD,3745
5515,MLH,3746
5516,Human carboxylesterase 2,3747
5517,RGAE,3749
5518,Permethrinase,3751
5519,Pyrethroid-cleaving enzyme,3751
5520,Pyrethroid-hydrolyzing carboxylesterase,3751
5521,Pyrethroid-hydrolyzing esterase,3751
5522,Pyrethroid-selective esterase,3751
5523,AcMPAG deglucuronidase,3756
5524,Mycophenolic acid acyl-glucuronide deglucuronidase,3756
5525,VHA esterase,3757
5526,Aclacinomycin methyl esterase,3758
5527,Acetyl-CoA acylase,3760
5528,Acetyl-CoA deacylase,3760
5529,Long-chain fatty-acyl-CoA hydrolase,3761
5530,Succinyl-CoA acylase,3762
5531,Glyoxalase II,3765
5532,Glutathione thioesterase,3766
5533,Acyl-[acyl-carrier-protein] hydrolase,3773
5534,S-acyl fatty acid synthase thioesterase,3773
5535,Ubiquitin carboxy-terminal esterase,3774
5536,Ubiquitin carboxy-terminal hydrolase,3774
5537,Ubiquitin thioesterase,3774
5538,[Citrate-(pro-3S)-lyase] thioesterase,3775
5539,[Citrate-(pro-3S)-lyase] thiolesterase,3775
5540,Acetyl-S-(acyl-carrier protein) enzyme thioester hydrolase,3775
5541,Citrate lyase deacetylase,3775
5542,Dodecanoyl-acyl-carrier-protein hydrolase,3780
5543,Dodecyl-[acyl-carrier protein] hydrolase,3780
5544,Lauryl-[acyl-carrier protein] hydrolase,3780
5545,Palmitoyl-protein thioesterase,3781
5546,Bile acid-coenzyme A hydrolase,3785
5547,Chenodeoxycholoyl-coenzyme A thioesterase,3786
5548,Choloyl-coenzyme A thioesterase,3786
5549,Peroxisomal acyl-CoA thioesterase 2,3786
5550,PTE-2,3786
5551,Alkaline phosphomonoesterase,3792
5552,Glycerophosphatase,3792
5553,Phosphomonoesterase,3792
5554,Acid phosphomonoesterase,3793
5555,Glycerophosphatase,3793
5556,Phosphomonoesterase,3793
5557,Lipin,3795
5558,Phosphatic acid phosphatase,3795
5559,Phosphatic acid phosphohydrolase,3795
5560,Phosphatidic acid phospphatase,3795
5561,"3'(2'),5'-bisphosphonucleoside 3'(2')-phosphohydrolase",3798
5562,3'-phosphoadenylylsulfate 3'-phosphatase,3798
5563,DPNPase,3798
5564,Phosphoadenylate 3'-nucleotidase,3798
5565,1-phytase,3799
5566,Myo-inositol-hexakisphosphate 3-phosphohydrolase,3799
5567,Phytase,3799
5568,Phytate 1-phosphatase,3799
5569,Phytate 3-phosphatase,3799
5570,Phytate 6-phosphatase,3799
5571,"Fructose 1,6-bisphosphatase",3802
5572,Hexose diphosphatase,3802
5573,Trehalose 6-phosphate phosphatase,3803
5574,Protein phosphatase-1,3807
5575,Protein phosphatase-2A,3807
5576,Protein phosphatase-2B,3807
5577,Protein phosphatase-2C,3807
5578,Serine/threonine specific protein phosphatase,3807
5579,SPP,3815
5580,Sucrose phosphatase,3815
5581,Sucrose-6-phosphate phosphatase,3815
5582,Inositol 1-phosphatase,3816
5583,Inositol monophosphate phosphatase,3816
5584,Inositol phosphatase,3816
5585,Inositol-1(or 4)-monophosphatase,3816
5586,L-myo-inositol-1-phosphate phosphatase,3816
5587,Myo-inositol 1-phosphatase,3816
5588,Myo-inositol monophosphatase,3816
5589,Myo-inositol-1(or 4)-monophosphatase,3816
5590,Myo-inositol-1(or 4)-phosphate phosphohydrolase,3816
5591,Myo-inositol-1-phosphatase,3816
5592,6-phytase (name based on 1L-numbering system and not 1D-numbering),3817
5593,Phytase,3817
5594,Phytate 6-phosphatase,3817
5595,2'(3')-polynucleotidase,3823
5596,5'-polynucleotidase,3824
5597,Polynucleotide 5'-triphosphatase,3824
5598,3'-deoxynucleotidase,3825
5599,Thymidylate 5'-nucleotidase,3826
5600,Diphosphoinositide phosphatase,3827
5601,"Inositol 1,4,5-triphosphate 5-phosphomonoesterase",3827
5602,Inositol triphosphate 5-phosphomonoesterase,3827
5603,IP(3) phosphatase,3827
5604,Phosphatidyl-inositol-bisphosphate phosphatase,3827
5605,"Phosphatidyl-myo-inositol-4,5-bisphosphate phosphatase",3827
5606,"Phosphatidylinositol 4,5-bisphosphate phosphatase",3827
5607,Phosphatidylinositol-bisphosphatase,3827
5608,Polyphosphoinositol lipid 5-phosphatase,3827
5609,"PtdIns(4,5)P(2) phosphatase",3827
5610,Triphosphoinositide phosphatase,3827
5611,Triphosphoinositide phosphomonoesterase,3827
5612,Type II inositol polyphosphate 5-phosphatase,3827
5613,"Type II inositol-1,4,5-trisphosphate 5-phosphatase",3827
5614,"Sedoheptulose-1,7-bisphosphatase",3828
5615,"Fructose-2,6-bisphosphatase",3837
5616,Reductase phosphatase,3838
5617,Phosphotyrosine phosphatase,3839
5618,PTPase,3839
5619,Dolichol phosphate phosphatase,3842
5620,Branched-chain oxo-acid dehydrogenase phosphatase,3843
5621,Myosin light-chain kinase phosphatase,3844
5622,Myosin phosphatase,3844
5623,5PTase,3847
5624,"D-myo-inositol 1,4,5-triphosphate 5-phosphatase",3847
5625,"D-myo-inositol 1,4,5-trisphosphate 5-phosphatase",3847
5626,"D-myo-inositol(1,4,5)/(1,3,4,5)-polyphosphate 5-phosphatase",3847
5627,Inosine triphosphatase,3847
5628,"Inositol 1,4,5-trisphosphate phosphatase",3847
5629,Inositol phosphate 5-phosphomonoesterase,3847
5630,Inositol polyphosphate-5-phosphatase,3847
5631,Inositol trisphosphate phosphomonoesterase,3847
5632,"Inositol-1,4,5-trisphosphate 5-phosphatase",3847
5633,"Inositol-1,4,5-trisphosphate/1,3,4,5-tetrakisphosphate 5-phosphatase",3847
5634,"Ins(1,4,5)P(3) 5-phosphatase",3847
5635,"InsP(3)/Ins(1,3,4,5)P(4) 5-phosphatase",3847
5636,"L-myo-inositol 1,4,5-trisphosphate-monoesterase",3847
5637,"Myo-inositol-1,4,5-trisphosphate 5-phosphatase",3847
5638,Type I inositol-polyphosphate phosphatase,3847
5639,Inositol polyphosphate 1-phosphatase,3848
5640,Xylitol-5-phosphatase,3849
5641,"Inositol (1,3,4,5)-tetrakisphosphate 3-phosphatase",3853
5642,"Inositol 1,3,4,5-tetrakisphosphate 3-phosphomonoesterase",3853
5643,"Inositol 1,3,4,5-tetrakisphosphate-5-phosphomonoesterase",3853
5644,Inositol tetrakisphosphate phosphomonoesterase,3853
5645,"Inositol-1,3,4,5-tetrakisphosphate 3-phosphatase",3853
5646,MIPP,3853
5647,"D-myo-inositol-1,3-bisphosphate 3-phosphohydrolase",3855
5648,"Inositol 1,3-bisphosphate phosphatase",3855
5649,"Inositol-1,3-bisphosphate 3-phosphatase",3855
5650,Inositol-polyphosphate 3-phosphatase,3855
5651,Phosphatidyl-3-phosphate 3-phosphohydrolase,3855
5652,"D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase",3857
5653,Inositol polyphosphate 4-phosphatase,3857
5654,Inositol polyphosphate 4-phosphatase type II,3857
5655,"Inositol-3,4-bisphosphate 4-phosphatase",3857
5656,Phosphoinositide 4-phosphatase,3857
5657,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphohydrolase",3858
5658,2-deoxyglucose-6-phosphate phosphatase,3859
5659,(2R)-phosphosulfolactate phosphohydrolase,3862
5660,ComB phosphatase,3862
5661,Adenosylcobalamin phosphatase,3864
5662,Alpha-ribazole phosphatase,3864
5663,PLP phosphatase,3865
5664,PNP phosphatase,3865
5665,Vitamin B(6) (pyridoxine) phosphatase,3865
5666,Vitamin B(6)-phosphate phosphatase,3865
5667,Vitamin B6 (pyridoxine) phosphatase,3865
5668,Vitamin B6-phosphate phosphatase,3865
5669,3X11A,3866
5670,PHOSPHO1,3866
5671,Dihydroxy fatty acid phosphatase,3867
5672,Hydroxy fatty acid phosphatase,3867
5673,Hydroxy lipid phosphatase,3867
5674,Soluble epoxide hydrolase,3867
5675,E-1 enolase-phosphatase,3868
5676,"PtdIns-4,5-P(2) 4-phosphatase",3869
5677,Mannosylfructose-6-phosphate phosphatase,3870
5678,MFPP,3870
5679,"2,3-BPG 3-phosphatase",3871
5680,DGPP phosphatase,3872
5681,DGPP phosphohydrolase,3872
5682,Pyrophosphate phosphatase,3872
5683,Appr1p phosphatase,3875
5684,SHIP,3877
5685,HK-MTPenyl-1-P phosphatase,3878
5686,Maltose 6'-P phosphatase,3881
5687,N(7)-methylguanylate 5'-phosphatase,3882
5688,"PtdIns-3,5-P(2) 3-Ptase",3886
5689,5' nucleotide phosphodiesterase/alkaline phosphodiesterase I,3892
5690,5'-exonuclease,3892
5691,5'-NPDase,3892
5692,5'-nucleotide phosphodiesterase,3892
5693,5'-PDase,3892
5694,5'-PDE,3892
5695,5'-phosphodiesterase,3892
5696,5'NPDE,3892
5697,Alkaline phosphodiesterase,3892
5698,Exonuclease I,3892
5699,Nucleotide pyrophosphatase/phosphodiesterase I,3892
5700,Oligonucleate 5'-nucleotidohydrolase,3892
5701,Orthophosphoric diester phosphohydrolase,3892
5702,PDE I,3892
5703,Phosphodiesterase,3892
5704,Clostridium oedematiens beta- and gamma-toxins,3894
5705,Clostridium welchii alpha-toxin,3894
5706,Lecithinase C,3894
5707,Lipophosphodiesterase I,3894
5708,Choline phosphatase,3895
5709,Lecithinase D,3895
5710,Lipophosphodiesterase II,3895
5711,"1-phosphatidyl-D-myo-inositol-4,5-bisphosphateinositoltrisphosphohydrolase",3902
5712,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase",3902
5713,Monophosphatidylinositol phosphodiesterase,3902
5714,Phosphatidylinositol phospholipase C,3902
5715,Phosphoinositidase C,3902
5716,PI-PLC,3902
5717,Triphosphoinositide phosphodiesterase,3902
5718,Acid sphingomyelinase,3903
5719,Neutral sphingomyelinase,3903
5720,[Acyl-carrier-protein] 4'-pantetheine-phosphohydrolase,3905
5721,ACP hydrolyase,3905
5722,ACP phosphodiesterase,3905
5723,Cyclic AMP phosphodiesterase,3908
5724,Cyclic-CMP phosphodiesterase,3928
5725,Lysophospholipase D,3930
5726,CMP-sialate hydrolase,3931
5727,"1,2-cyclic-inositol-phosphate phosphodiesterase",3934
5728,"1-D-myo-inositol-1,2-cyclic-phosphate 2-inositolphosphohydrolase",3934
5729,"D-inositol 1,2-cyclic phosphate 2-phosphohydrolase",3934
5730,"D-myo-inositol 1,2-cyclic phosphate 2-phosphohydrolase",3934
5731,D-myo-inositol 1:2-cyclic phosphate 2-phosphohydrolase,3934
5732,"Inositol-1,2-cyclic-phosphate 2-inositolphosphohydrolase",3934
5733,sn-glycero(3)phosphoinositol glycerophosphohydrolase,3935
5734,sn-glycero-3-phospho-1-inositol glycerophosphohydrolase,3935
5735,Alpha-N-acetylglucosaminyl phosphodiesterase,3936
5736,Lysosomal alpha-N-acetylglucosaminidase,3936
5737,Glycerophosphoryl diester phosphodiesterase,3937
5738,Mannosylphosphodolichol phosphodiesterase,3940
5739,Glycoprotein phospholipase D,3941
5740,GPI-PLD,3941
